1,452.528229
2,451.956146
3,451.617065
4,451.935974
5,451.712555
6,451.429413
7,451.666199
8,451.966553
9,451.712921
10,451.387451
11,422.340027
12,395.731293
13,372.118683
14,351.079437
15,332.298004
16,314.841034
17,298.986938
18,285.122528
19,272.550598
20,261.274231
21,285.275055
22,306.612671
23,325.255981
24,342.349579
25,358.038757
26,372.021271
27,384.747192
28,396.183777
29,406.298370
30,415.786896
31,413.995087
32,413.242493
33,412.398224
34,411.314240
35,410.360840
36,409.711395
37,408.709320
38,407.898804
39,407.243591
40,406.808777
41,384.518951
42,364.983154
43,346.849518
44,331.034332
45,316.648590
46,303.019897
47,291.519958
48,280.358337
49,271.251831
50,262.644135
51,281.342346
52,298.144867
53,313.113281
54,326.286072
55,338.498077
56,349.660217
57,359.415100
58,368.022308
59,375.732056
60,382.756836
61,375.752136
62,369.858978
63,364.629089
64,359.658020
65,355.268402
66,351.076965
67,347.704834
68,344.585327
69,341.477539
70,339.001556
71,340.333282
72,341.811890
73,342.757202
74,344.177277
75,345.095032
76,346.241547
77,346.986450
78,347.732849
79,348.763550
80,349.401367
81,349.327393
82,349.594513
83,349.653839
84,349.907501
85,349.870667
86,349.820068
87,350.102478
88,350.049561
89,349.734650
90,350.122101
91,345.823975
92,341.966248
93,338.524780
94,335.373077
95,332.327301
96,329.743011
97,327.155182
98,324.506897
99,322.598022
100,320.686798
101,309.268280
102,299.204315
103,289.417084
104,280.284973
105,272.597076
106,265.625641
107,259.211639
108,253.271210
109,248.137772
110,243.748932
111,234.332230
112,225.726486
113,217.711487
114,210.502029
115,204.374969
116,198.750427
117,193.478027
118,188.364044
119,184.677429
120,180.692383
121,179.589600
122,178.448486
123,177.707962
124,176.351807
125,175.288361
126,174.365173
127,173.311264
128,172.372681
129,171.127869
130,169.924637
131,169.543686
132,169.072571
133,168.556519
134,168.028473
135,166.976807
136,166.329559
137,165.456879
138,164.583130
139,163.655121
140,162.924911
141,173.470215
142,182.865631
143,190.552277
144,197.526779
145,203.773773
146,209.210907
147,213.813507
148,217.620224
149,221.038788
150,223.863983
151,225.952026
152,227.743668
153,228.904373
154,230.108673
155,230.388733
156,230.558228
157,230.692307
158,230.209610
159,229.446579
160,228.757401
161,227.866013
162,226.641296
163,225.259445
164,223.196762
165,221.221893
166,219.000778
167,216.743439
168,214.760422
